Site_ID,Location_ID,Country,Sample_ID,Date,Laboratory,Contact_name,Contact_email,Paper_code,"Latitude, WGS 84","Longitude, WGS 84",Soil_type,Veg_type,Sample_location,PW_soil_descrip,Cathcment_size,Wetland_cover,Depth_sample,THg,THg_err,DHg,DHg_err,Filter_Size,MeHg,MeHg_err,TOC,TOC_err,DOC,DOC_err,RHgC,Turbidity,pH,EC,Alk,P,Cl,SO4,TDS,Notes,Collector,Range Flag,Outlier Flag,,
Mackenzie R. at Fort Providence,lower_Mackenzie_Basin,Canada,M76,2005-08-01,NA,NA,NA,Leitch_2006,61.35635,-117.6829,NA,NA,River,NA,"180,500,000",NA,10,5.27,NA,4.4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. at South Channel,lower_Mackenzie_Basin,Canada,M77,2005-08-01,NA,NA,NA,Leitch_2006,61.05273,-116.68278,NA,NA,River,NA,"180,500,000",NA,10,3.62,NA,2.75,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Great Slave Lake (West corner),lower_Mackenzie_Basin,Canada,M78,2005-08-01,NA,NA,NA,Leitch_2006,61.06995,-116.50083,NA,NA,River,NA,"180,500,000",NA,10,3.95,NA,3.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Hay River,lower_Mackenzie_Basin,Canada,M79,2005-08-01,NA,NA,NA,Leitch_2006,60.8593,-115.7302,NA,NA,River,NA,"180,500,000",NA,10,10.11,NA,5.42,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Tuktoyaktuk,lower_Mackenzie_Basin,Canada,M1,2005-08-01,NA,NA,NA,Leitch_2006,69.4573,-133.03622,NA,NA,River,NA,"180,500,000",NA,10,1.94,NA,0.27±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.94,NA,0,0,,
Kittigazuit Bay,lower_Mackenzie_Basin,Canada,M2,2005-08-01,NA,NA,NA,Leitch_2006,69.37505,-133.70162,NA,NA,River,NA,"180,500,000",NA,10,2.08,NA,0.31±0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Holmes Creek,lower_Mackenzie_Basin,Canada,M3,2005-08-01,NA,NA,NA,Leitch_2006,69.11272,-134.35227,NA,NA,River,NA,"180,500,000",NA,10,2.31,NA,0.49±0.13,0.13,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.31,NA,0,0,,
Mackenzie R. at Swimming Point (in Delta),lower_Mackenzie_Basin,Canada,M4,2005-08-01,NA,NA,NA,Leitch_2006,69.0931,-134.38275,NA,NA,River,NA,"180,500,000",NA,10,2.27,NA,0.31±0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Reindeer Channel (in Delta),lower_Mackenzie_Basin,Canada,M5,2005-08-01,NA,NA,NA,Leitch_2006,68.91355,-135.51093,NA,NA,River,NA,"180,500,000",NA,10,2.19,NA,0.30±0.09,0.09,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Shallow Bay (in Delta),lower_Mackenzie_Basin,Canada,M6,2005-08-01,NA,NA,NA,Leitch_2006,68.8638,-135.58333,NA,NA,River,NA,"180,500,000",NA,10,1.94,NA,0.27±0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.94,NA,0,0,,
Mackenzie R. at Axel Creek (in Delta),lower_Mackenzie_Basin,Canada,M7,2005-08-01,NA,NA,NA,Leitch_2006,68.69747,-134.46727,NA,NA,River,NA,"180,500,000",NA,10,4.03,NA,0.29±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Axel Creek (in Delta),lower_Mackenzie_Basin,Canada,M8,2005-08-01,NA,NA,NA,Leitch_2006,68.69145,-134.49622,NA,NA,River,NA,"180,500,000",NA,10,2.48,NA,0.38±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
"Mackenzie R., East Channel (in Delta)",lower_Mackenzie_Basin,Canada,M9,2005-08-01,NA,NA,NA,Leitch_2006,68.35168,-133.72835,NA,NA,River,NA,"180,500,000",NA,10,1.15,NA,0.28±0.05,0.05,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.15,NA,0,0,,
Mackenzie R. at Horseshoe Bend (in Delta),lower_Mackenzie_Basin,Canada,M10,2005-08-01,NA,NA,NA,Leitch_2006,68.24557,-134.4029,NA,NA,River,NA,"180,500,000",NA,10,1.89,NA,0.22±0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.89,NA,0,0,,
Peel R.,lower_Mackenzie_Basin,Canada,M12,2005-08-01,NA,NA,NA,Leitch_2006,67.6936,-134.52358,NA,NA,River,NA,"180,500,000",NA,10,2.39,NA,0.28,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.39,NA,0,0,,
Arctic Red R.,lower_Mackenzie_Basin,Canada,M15,2005-08-01,NA,NA,NA,Leitch_2006,67.43998,-133.75193,NA,NA,River,NA,"180,500,000",NA,10,6.56,NA,0.21,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. at Benoit Creek,lower_Mackenzie_Basin,Canada,M17,2005-08-01,NA,NA,NA,Leitch_2006,67.31882,-132.30685,NA,NA,River,NA,"180,500,000",NA,10,2.06,NA,0.32±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. at Travaillant R.,lower_Mackenzie_Basin,Canada,M19,2005-08-01,NA,NA,NA,Leitch_2006,67.46007,-131.49545,NA,NA,River,NA,"180,500,000",NA,10,2.52,NA,0.34±0.18,0.18,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Ontaritue R.,lower_Mackenzie_Basin,Canada,M21,2005-08-01,NA,NA,NA,Leitch_2006,66.75987,-130.04013,NA,NA,River,NA,"180,500,000",NA,10,2.59,NA,0.25,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Ontaritue R.,lower_Mackenzie_Basin,Canada,M22,2005-08-01,NA,NA,NA,Leitch_2006,66.75498,-129.96352,NA,NA,River,NA,"180,500,000",NA,10,2.1,NA,0.37±0.10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Hare Indian R.,lower_Mackenzie_Basin,Canada,M24,2005-08-01,NA,NA,NA,Leitch_2006,66.29347,-128.62707,NA,NA,River,NA,"180,500,000",NA,10,2.03,NA,0.36±0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.03,NA,0,0,,
Mackenzie R. above Hare Indian R.,lower_Mackenzie_Basin,Canada,M25,2005-08-01,NA,NA,NA,Leitch_2006,66.29033,-128.64322,NA,NA,River,NA,"180,500,000",NA,10,3.73,NA,0.40±0.10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <3.73,NA,0,0,,
Mackenzie R. below Mountain R. and Stinky Creek,lower_Mackenzie_Basin,Canada,M26,2005-08-01,NA,NA,NA,Leitch_2006,65.7979,-128.83968,NA,NA,River,NA,"180,500,000",NA,10,1.91,NA,0.25±0.08,0.08,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.91,NA,0,0,,
Mountain R.,lower_Mackenzie_Basin,Canada,M28,2005-08-01,NA,NA,NA,Leitch_2006,65.68745,-128.82457,NA,NA,River,NA,"180,500,000",NA,10,1.91,NA,0.24±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.91,NA,0,0,,
Mackenzie R. above Mountain R.,lower_Mackenzie_Basin,Canada,M29,2005-08-01,NA,NA,NA,Leitch_2006,65.68027,-128.81905,NA,NA,River,NA,"180,500,000",NA,10,1.99,NA,0.32±0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.99,NA,0,0,,
Mackenzie R. below Norman Wells,lower_Mackenzie_Basin,Canada,M32,2005-08-01,NA,NA,NA,Leitch_2006,65.29828,-127.08828,NA,NA,River,NA,"180,500,000",NA,10,5.23,NA,0.40±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Norman Wells,lower_Mackenzie_Basin,Canada,M33,2005-08-01,NA,NA,NA,Leitch_2006,65.24847,-126.7647,NA,NA,River,NA,"180,500,000",NA,10,4.56,NA,0.44±0.06,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Above Norman Wells at S. tip of 10-mile Island,lower_Mackenzie_Basin,Canada,M34,2005-08-01,NA,NA,NA,Leitch_2006,65.1637,-126.40673,NA,NA,River,NA,"180,500,000",NA,10,4.28,NA,0.35±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Great Bear R.,lower_Mackenzie_Basin,Canada,M35,2005-08-01,NA,NA,NA,Leitch_2006,64.91078,-125.59397,NA,NA,River,NA,"180,500,000",NA,10,1.8,NA,0.26±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.80,NA,0,0,,
Mackenzie R. above Great Bear R.,lower_Mackenzie_Basin,Canada,M36 ,2005-08-01,NA,NA,NA,Leitch_2006,64.89008,-125.54133,NA,NA,River,NA,"180,500,000",NA,10,7.31,NA,0.44±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. further above Great Bear R. ,lower_Mackenzie_Basin,Canada,M37,2005-08-01,NA,NA,NA,Leitch_2006,64.89168,-125.40865,NA,NA,River,NA,"180,500,000",NA,10,7.8,NA,0.35±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Big Smith Creek,lower_Mackenzie_Basin,Canada,M38,2005-08-01,NA,NA,NA,Leitch_2006,64.66073,-124.90027,NA,NA,River,NA,"180,500,000",NA,10,0,NA,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,0,,
Big Smith Creek,lower_Mackenzie_Basin,Canada,M39,2005-08-01,NA,NA,NA,Leitch_2006,64.57412,-124.90393,NA,NA,River,NA,"180,500,000",NA,10,2.27,NA,0.60±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.27,NA,0,0,,
Keele R.,lower_Mackenzie_Basin,Canada,M42,2005-08-01,NA,NA,NA,Leitch_2006,64.41252,-124.79763,NA,NA,River,NA,"180,500,000",NA,10,2.83,NA,0.31±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Keele R.,lower_Mackenzie_Basin,Canada,M43,2005-08-01,NA,NA,NA,Leitch_2006,64.39283,-124.75893,NA,NA,River,NA,"180,500,000",NA,10,7.95,NA,0.42±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Redstone R.,lower_Mackenzie_Basin,Canada,M44,2005-08-01,NA,NA,NA,Leitch_2006,64.30543,-124.61263,NA,NA,River,NA,"180,500,000",NA,10,8.02,NA,0.43±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Redstone R.,lower_Mackenzie_Basin,Canada,M45,2005-08-01,NA,NA,NA,Leitch_2006,64.29003,-124.54532,NA,NA,River,NA,"180,500,000",NA,10,9.19,NA,0.43±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Redstone R.,lower_Mackenzie_Basin,Canada,M46,2005-08-01,NA,NA,NA,Leitch_2006,64.28277,-124.5105,NA,NA,River,NA,"180,500,000",NA,10,3.74,NA,0.45±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Dahadini R.,lower_Mackenzie_Basin,Canada,M47,2005-08-01,NA,NA,NA,Leitch_2006,64.01213,-124.38805,NA,NA,River,NA,"180,500,000",NA,10,4.57,NA,0.45±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Dahadini R.,lower_Mackenzie_Basin,Canada,M48,2005-08-01,NA,NA,NA,Leitch_2006,63.98537,-124.36952,NA,NA,River,NA,"180,500,000",NA,10,2.45,NA,0.78±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.45,NA,0,0,,
Between Dahadini and Blackwater R.,lower_Mackenzie_Basin,Canada,M49,2005-08-01,NA,NA,NA,Leitch_2006,na,na,NA,NA,River,NA,"180,500,000",NA,10,2.1,NA,0.43±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.10,NA,0,0,,
Blackwater R.,lower_Mackenzie_Basin,Canada,M50,2005-08-01,NA,NA,NA,Leitch_2006,63.94212,-124.175,NA,NA,River,NA,"180,500,000",NA,10,2.43,NA,0.76±0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.43,NA,0,0,,
Mackenzie R. above Blackwater R.,lower_Mackenzie_Basin,Canada,M51,2005-08-01,NA,NA,NA,Leitch_2006,63.96825,-124.30198,NA,NA,River,NA,"180,500,000",NA,10,2.56,NA,0.37±0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
White Sands Creek,lower_Mackenzie_Basin,Canada,M52,2005-08-01,NA,NA,NA,Leitch_2006,63.5331,-123.73978,NA,NA,River,NA,"180,500,000",NA,10,1.98,NA,0.44±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.98,NA,0,0,,
Ochre R.,lower_Mackenzie_Basin,Canada,M53,2005-08-01,NA,NA,NA,Leitch_2006,63.46648,-123.70377,NA,NA,River,NA,"180,500,000",NA,10,2.05,NA,0.51±0.10,0.1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.05,NA,0,0,,
Wrigley R.,lower_Mackenzie_Basin,Canada,M55,2005-08-01,NA,NA,NA,Leitch_2006,63.2419,-123.56917,NA,NA,River,NA,"180,500,000",NA,10,2.25,NA,0.58±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.25,NA,0,0,,
Mackenzie R. above Wrigley R.,lower_Mackenzie_Basin,Canada,M56,2005-08-01,NA,NA,NA,Leitch_2006,63.23548,-123.54752,NA,NA,River,NA,"180,500,000",NA,10,8.45,NA,0.63±0.07,0.07,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
R. Between Two Mountains,lower_Mackenzie_Basin,Canada,M57,2005-08-01,NA,NA,NA,Leitch_2006,62.93593,-123.21637,NA,NA,River,NA,"180,500,000",NA,10,2.22,NA,0.55±.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.22,NA,0,0,,
Mackenzie R. below Willowlake R.,lower_Mackenzie_Basin,Canada,M58,2005-08-01,NA,NA,NA,Leitch_2006,62.80897,-123.2111,NA,NA,River,NA,"180,500,000",NA,10,3.4,NA,0.41±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Willowlake R.,lower_Mackenzie_Basin,Canada,M59 ,2005-08-01,NA,NA,NA,Leitch_2006,62.69865,-123.1176,NA,NA,River,NA,"180,500,000",NA,10,2.25,NA,0.58±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.25,NA,0,0,,
Root R.,lower_Mackenzie_Basin,Canada,M61,2005-08-01,NA,NA,NA,Leitch_2006,62.43633,-123.29575,NA,NA,River,NA,"180,500,000",NA,10,2,NA,0.33±0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.00,NA,0,0,,
Mackenzie R. at Camsell Bend,lower_Mackenzie_Basin,Canada,M63,2005-08-01,NA,NA,NA,Leitch_2006,62.2783,-123.36338,NA,NA,River,NA,"180,500,000",NA,10,2.21,NA,0.31±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.21,NA,0,0,,
North Nahanni R.,lower_Mackenzie_Basin,Canada,M64,2005-08-01,NA,NA,NA,Leitch_2006,62.25098,-123.32788,NA,NA,River,NA,"180,500,000",NA,10,1.95,NA,0.28±0.06,0.06,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.95,NA,0,0,,
Mackenzie R. above North Nahanni R.,lower_Mackenzie_Basin,Canada,M65,2005-08-01,NA,NA,NA,Leitch_2006,62.24323,-123.25438,NA,NA,River,NA,"180,500,000",NA,10,1.9,NA,0.23±0.02,0.02,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.90,NA,0,0,,
Mackenzie R. below Liard R.,lower_Mackenzie_Basin,Canada,M66,2005-08-01,NA,NA,NA,Leitch_2006,61.90158,-121.4485,NA,NA,River,NA,"180,500,000",NA,10,7.31,NA,0.84±0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Liard R.,lower_Mackenzie_Basin,Canada,M67,2005-08-01,NA,NA,NA,Leitch_2006,61.83648,-121.28708,NA,NA,River,NA,"180,500,000",NA,10,3.46,NA,0.83±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Liard R.,lower_Mackenzie_Basin,Canada,M68 ,2005-08-01,NA,NA,NA,Leitch_2006,61.8522,-121.26458,NA,NA,River,NA,"180,500,000",NA,10,1.97,NA,0.30±0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.97,NA,0,0,,
Jean Marie R.,lower_Mackenzie_Basin,Canada,M70,2005-08-01,NA,NA,NA,Leitch_2006,61.52698,-120.63322,NA,NA,River,NA,"180,500,000",NA,10,2.22,NA,0.55±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.22,NA,0,0,,
Mackenzie R. above Jean Marie R.,lower_Mackenzie_Basin,Canada,M71,2005-08-01,NA,NA,NA,Leitch_2006,61.5236,-120.60983,NA,NA,River,NA,"180,500,000",NA,10,1.95,NA,0.28±.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.95,NA,0,0,,
Trout R.,lower_Mackenzie_Basin,Canada,M72,2005-08-01,NA,NA,NA,Leitch_2006,61.31282,-119.8549,NA,NA,River,NA,"180,500,000",NA,10,2.01,NA,0.34±0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.01,NA,0,0,,
Mackenzie R. below Mills Lake,lower_Mackenzie_Basin,Canada,M73,2005-08-01,NA,NA,NA,Leitch_2006,61.36882,-118.39492,NA,NA,River,NA,"180,500,000",NA,10,1.93,NA,0.26±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.93,NA,0,0,,
Mackenzie R. above Mills Lake,lower_Mackenzie_Basin,Canada,M74,2005-08-01,NA,NA,NA,Leitch_2006,61.46568,-118.05613,NA,NA,River,NA,"180,500,000",NA,10,1.94,NA,0.27±0.00,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.94,NA,0,0,,
Horn R.,lower_Mackenzie_Basin,Canada,M75,2005-08-01,NA,NA,NA,Leitch_2006,61.49185,-118.08057,NA,NA,River,NA,"180,500,000",NA,10,2.09,NA,0.42±0.01,0.01,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <2.09,NA,0,0,,
Mackenzie R. at Fort Providence,lower_Mackenzie_Basin,Canada,M76,2005-08-01,NA,NA,NA,Leitch_2006,61.35635,-117.6829,NA,NA,River,NA,"180,500,000",NA,10,1.93,NA,0.26±0.04,0.04,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.93,NA,0,0,,
Mackenzie R. at South Channel,lower_Mackenzie_Basin,Canada,M77,2005-08-01,NA,NA,NA,Leitch_2006,61.05273,-116.68278,NA,NA,River,NA,"180,500,000",NA,10,1.93,NA,0.26±0.03,0.03,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,Original value was <1.93,NA,0,0,,
"Mackenzie R., East Channel (in Delta)",lower_Mackenzie_Basin,Canada,M9,2005-08-01,NA,NA,NA,Leitch_2006,68.35168,-133.72835,NA,NA,River,NA,"180,500,000",NA,10,5.61,NA,2.78,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. at Horseshoe Bend (in Delta),lower_Mackenzie_Basin,Canada,M10,2005-08-01,NA,NA,NA,Leitch_2006,68.24557,-134.4029,NA,NA,River,NA,"180,500,000",NA,10,5.15,NA,1.96±0.91,0.91,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. at Point Separation,lower_Mackenzie_Basin,Canada,M13,2005-08-01,NA,NA,NA,Leitch_2006,67.58943,-134.02857,NA,NA,River,NA,"180,500,000",NA,10,5.94,NA,1.51±080,80,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Arctic Red R.,lower_Mackenzie_Basin,Canada,M16,2005-08-01,NA,NA,NA,Leitch_2006,67.45655,-133.73803,NA,NA,River,NA,"180,500,000",NA,10,4.97,NA,1.24±0.73,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Arctic Red R.,lower_Mackenzie_Basin,Canada,M14,2005-08-01,NA,NA,NA,Leitch_2006,67.4503,-133.7775,NA,NA,River,NA,"180,500,000",NA,10,5.33,NA,2.50±0.19,0.19,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Arctic Red R.,lower_Mackenzie_Basin,Canada,M15,2005-08-01,NA,NA,NA,Leitch_2006,67.43998,-133.75193,NA,NA,River,NA,"180,500,000",NA,10,5.87,NA,1.24±0.73,0.73,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. at Benoit Creek,lower_Mackenzie_Basin,Canada,M17,2005-08-01,NA,NA,NA,Leitch_2006,67.31882,-132.30685,NA,NA,River,NA,"180,500,000",NA,10,4.58,NA,0,na,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Travaillant R.,lower_Mackenzie_Basin,Canada,M18,2005-08-01,NA,NA,NA,Leitch_2006,67.46505,-131.49013,NA,NA,River,NA,"180,500,000",NA,10,1.72,NA,0.82±0.20,0.2,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Downstream Ontaritue R.,lower_Mackenzie_Basin,Canada,M20,2005-08-01,NA,NA,NA,Leitch_2006,na,na,NA,NA,River,NA,"180,500,000",NA,10,4.33,NA,1.84±1.61,1.61,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Ontaritue R.,lower_Mackenzie_Basin,Canada,M21,2005-08-01,NA,NA,NA,Leitch_2006,66.75987,-130.04013,NA,NA,River,NA,"180,500,000",NA,10,3.8,NA,2.21±0.23,0.23,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Ontaritue R.,lower_Mackenzie_Basin,Canada,M22,2005-08-01,NA,NA,NA,Leitch_2006,66.75498,-129.96352,NA,NA,River,NA,"180,500,000",NA,10,4.42,NA,2.44±1.41,1.41,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. below Hare Indian R. ,lower_Mackenzie_Basin,Canada,M23 ,2005-08-01,NA,NA,NA,Leitch_2006,66.3209,-128.6414,NA,NA,River,NA,"180,500,000",NA,10,5.26,NA,1.89±0.35,0.35,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Hare Indian R.,lower_Mackenzie_Basin,Canada,M24,2005-08-01,NA,NA,NA,Leitch_2006,66.29347,-128.62707,NA,NA,River,NA,"180,500,000",NA,10,1.38,NA,1.35±0.33,0.33,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
Mackenzie R. above Hare Indian R.,lower_Mackenzie_Basin,Canada,M25,2005-08-01,NA,NA,NA,Leitch_2006,66.29033,-128.64322,NA,NA,River,NA,"180,500,000",NA,10,5.87,NA,2.84±0.77,0.77,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0,0,,
