Core_ID,Site_ID,Location_ID,Country,Sample_ID,Date,Laboratory,Contact_name,Contact_email,Paper_code,Latitude,Longitude,Veg_spec_common,Veg_species_sci,Veg_typ,AGB,THg_inst,THg,THg_err,Notes,Collector,Component,Range Flag,Outlier Flag
"Admiralty Bay, King George Island, Antarctica__-62.08_-58.38",NA,"Admiralty Bay, King George Island, Antarctica",Antarctica,1686,2005,NA,NA,NA,Cipro_et_al._2017,-62.08,-58.38,NA,Colobanthus quitensis,Wetland-salt marsh,-999,NA,14,-999,NA,NA,Grass,0,1
"Admiralty Bay, King George Island, Antarctica__-62.08_-58.38",NA,"Admiralty Bay, King George Island, Antarctica",Antarctica,1687,2005,NA,NA,NA,Cipro_et_al._2017,-62.08,-58.38,NA,"Brachythecium sp., Syntrichia princeps and Sanionia uncinata",Wetland-salt marsh,-999,NA,78,-999,NA,NA,Moss ,0,1
"Admiralty Bay, King George Island, Antarctica__-62.08_-58.38",NA,"Admiralty Bay, King George Island, Antarctica",Antarctica,1688,2005,NA,NA,NA,Cipro_et_al._2017,-62.08,-58.38,NA,Usnea aurantiaco-atra and Usnea antarctica,Wetland-salt marsh,-999,NA,180,-999,NA,NA,Lichen,0,1
"Scree Hill in central Yukon, Canada__65.07_-138.16",NA,"Scree Hill in central Yukon, Canada",Canada,353,2016,NA,NA,NA,Clackett_et_al._2018,65.07,-138.16,NA,white spruce (Picea glauca),Coniferous,-999,NA,1.2,-999,NA,NA,Bole Wood ,0,1
northern Qu6bec __56_-70,NA,northern Qu6bec ,Canada,3102,-999,NA,NA,NA,Crête_et_al._1992 ,56,-70,NA,NA,Tundra,-999,NA,128,-999,NA,NA,Lichen,0,1
northern Qu7bec__56_-70,NA,northern Qu7bec,Canada,3103,-999,NA,NA,NA,Crête_et_al._1992 ,56,-70,NA,NA,Forest tundra,-999,NA,50,-999,NA,NA,Lichen,0,1
northern Qu8bec__56_-70,NA,northern Qu8bec,Canada,3104,-999,NA,NA,NA,Crête_et_al._1992 ,56,-70,NA,NA,Boreal forest,-999,NA,53,-999,NA,NA,Lichen,0,1
northern Qu9bec__56_-70,NA,northern Qu9bec,Canada,3105,-999,NA,NA,NA,Crête_et_al._1992 ,56,-70,NA,NA,Tundra,-999,NA,165,-999,NA,NA,Lichen,0,1
northern Qu10bec__56_-70,NA,northern Qu10bec,Canada,3106,-999,NA,NA,NA,Crête_et_al._1992 ,56,-70,NA,NA,Forest tundra,-999,NA,94,-999,NA,NA,Lichen,0,1
northern Qu11bec__56_-70,NA,northern Qu11bec,Canada,3107,-999,NA,NA,NA,Crête_et_al._1992 ,56,-70,NA,NA,Boreal forest,-999,NA,50,-999,NA,NA,Lichen,0,1
northern Qu12bec__56_-70,NA,northern Qu12bec,Canada,3108,-999,NA,NA,NA,Crête_et_al._1992 ,56,-70,NA,NA,Tundra,-999,NA,78,-999,NA,NA,Lichen,0,1
northern Qu13bec__56_-70,NA,northern Qu13bec,Canada,3109,-999,NA,NA,NA,Crête_et_al._1992 ,56,-70,NA,NA,Forest tundra,-999,NA,72,-999,NA,NA,Lichen,0,1
northern Qu14bec__56_-70,NA,northern Qu14bec,Canada,3110,-999,NA,NA,NA,Crête_et_al._1992 ,56,-70,NA,NA,Boreal forest,-999,NA,80,-999,NA,NA,Lichen,0,1
Crete_1_Quebec_55_72,Crete_1,Quebec ,Canada,Crete_1,1/1/1998,NA,Michel Crete,NA,Crête_et_al._1992 ,56,-72,"star reindeer lichen, witch’s hair lichen, reindeer lichen","Cladina stellaris, Alectoria ochroleuca, Cornicularia divergens, Bryocaulon divergens, Cladina mitis","ENF, SBV, GT, ST",120,CVAAS,90,10,"This study does not report site-level data, so much of the metadata is assumed and/or representative of the total study area.",NA,NA,0,1
Arctic Coastal Plain of Alaska__71.29_-156.58,NA,Arctic Coastal Plain of Alaska,USA,324,2008,NA,NA,NA,Douglas_and_Blum_ 2019,71.29,-156.58,NA,tundra vegetation,Decidous,-999,NA,319.7,-999,NA,NA,Grass,0,1
Alaska_-156.58_71.29,NA,Utqiaġ vik,USA,NA,7/1/2008,U.S._Army_Cold_Regions_Research_Engineering_Laboratory,Thomas_Douglas,thomas.a.douglas@usace.army.mil,Douglas_and_Blum_ 2019,71.29,-156.58,grass,NA,tundra,-999,DMA,319.7,-999,NA,LS,NA,0,1
Jotunkjeldane_Svalbard_ 79.445303°_ 12.974956°,Site 4,Jotunkjeldane,Svalbard,4,7/1/1988,Institue_of_Chemical_Technology_Prague_Czechoslovakia,NA,NA,Drbal_1992,79.445303,12.974956,algae,Conjugatophyceae - Zygnema sp.,Prostrate shrub tundra,-999,TMA 254,60,na,lat/lon estimated using Google Earth,NA,NA,0,1
Kongressvatnet_Svalbard_ 78.013829°_ 14.035005°,Site 5,Kongressvatnet,Svalbard,5,7/1/1988,Institue_of_Chemical_Technology_Prague_Czechoslovakia,NA,NA,Drbal_1992,78.013829,14.035005,lichen,Cetraria nivalis,Prostrate shrub tundra,-999,TMA 255,113,na,lat/lon estimated using Google Earth,NA,NA,0,1
Petuniabukta_Svalbard_ 78.525794°_ 15.620543°,Site 6,Petuniabukta,Svalbard,6,7/1/1988,Institue_of_Chemical_Technology_Prague_Czechoslovakia,NA,NA,Drbal_1992,78.525794,15.620543,moss,Tamenthypnum nitens,Prostrate shrub tundra,-999,TMA 256,195,na,lat/lon estimated using Google Earth,NA,NA,0,1
Bockfjorden_Svalbard_ 79.346284°_ 12.566827°,Site 7,Bockfjorden,Svalbard,7,7/1/1988,Institue_of_Chemical_Technology_Prague_Czechoslovakia,NA,NA,Drbal_1992,79.346284,12.566827,moss,Rhacomitrium lanuginsoum,Prostrate shrub tundra,-999,TMA 257,167,na,lat/lon estimated using Google Earth,NA,NA,0,1
Bockfjorden_Svalbard_79.331171°_ 13.586644°,Site 8,Bockfjorden,Svalbard,8,7/1/1988,Institue_of_Chemical_Technology_Prague_Czechoslovakia,NA,NA,Drbal_1992,79.331171,13.586644,vascular plant,Cassiope tetragona,Prostrate shrub tundra,-999,TMA 258,143,na,lat/lon estimated using Google Earth,NA,NA,0,1
Old Crow Flats__67.29_-139.66,NA,Old Crow Flats,Canada,2471,2008,NA,NA,NA,Eccles_et_al._2020,67.29,-139.66,NA,spruce (Picea glauca),coniferous,-999,NA,3.1,0.4,NA,NA,Bole Wood ,0,1
"Mt. Gongga, China__29.6_101.88",NA,"Mt. Gongga, China",China,1149,2006,NA,NA,NA,Fu_et_al._2010,29.6,101.88,NA,Grossulariaceae,Evergreen,-999,NA,36.1,11.2,NA,NA,Leaf ,0,1
"Mt. Gongga, China__29.6_101.88",NA,"Mt. Gongga, China",China,1150,2006,NA,NA,NA,Fu_et_al._2010,29.6,101.88,NA, Maple,Evergreen,-999,NA,34.5,34.5,NA,NA,Leaf ,0,1
"Mt. Gongga, China__29.6_101.88",NA,"Mt. Gongga, China",China,1151,2006,NA,NA,NA,Fu_et_al._2010,29.6,101.88,NA, Mountain ash,Evergreen,-999,NA,32.4,6.6,NA,NA,Leaf ,0,1
"Mt. Gongga, China__29.6_101.88",NA,"Mt. Gongga, China",China,1152,2006,NA,NA,NA,Fu_et_al._2010,29.6,101.88,NA, Emei Fir,Evergreen,-999,NA,26.6,5.1,NA,NA,Leaf ,0,1
"Mt. Gongga, China__29.6_101.88",NA,"Mt. Gongga, China",China,1153,2006,NA,NA,NA,Fu_et_al._2010,29.6,101.88,NA, Broad leaf Cuculidae,Evergreen,-999,NA,24.2,9.6,NA,NA,Leaf ,0,1
"Mt. Gongga, China__29.6_101.88",NA,"Mt. Gongga, China",China,1154,2006,NA,NA,NA,Fu_et_al._2010,29.6,101.88,NA,woolly foliage Cuculidae,Evergreen,-999,NA,12.2,2.9,NA,NA,Leaf ,0,1
"The Mackenzie River Delta, NorthwestTerritories, Canada, near the Beaufort Sea__65.01_-126.66",NA,"The Mackenzie River Delta, NorthwestTerritories, Canada, near the Beaufort Sea",Canada,2254,2015,NA,NA,NA,Ghotra_et_al._2020,65.01,-126.66,NA,white spruce,coniferous,-999,NA,2.8,0.4,NA,NA,Bole Wood ,0,1
"Hornavan and Uddjaure, Sweden__66.37_17.82",NA,"Hornavan and Uddjaure, Sweden",Sweden,541,2009,NA,NA,NA,Giesler_et_al._2017 ,66.37,17.82,NA,larger islands,Decidous,-999,NA,80,-999,NA,NA,Litterfall,0,1
"Hornavan and Uddjaure, Sweden__66.37_17.82",NA,"Hornavan and Uddjaure, Sweden",Sweden,542,2009,NA,NA,NA,Giesler_et_al._2017 ,66.37,17.82,NA,mdeium islands,Decidous,-999,NA,80,-999,NA,NA,Litterfall,0,1
"Hornavan and Uddjaure, Sweden__66.37_17.82",NA,"Hornavan and Uddjaure, Sweden",Sweden,543,2009,NA,NA,NA,Giesler_et_al._2017 ,66.37,17.82,NA,small islands,Decidous,-999,NA,75,-999,NA,NA,Litterfall,0,1
Linzhi__29.78_94.5,NA,Linzhi,China,864,2008,NA,NA,NA,Gong_et_al._2014,29.78,94.5,NA,Pine and fir,Coniferous,-999,NA,8.4,3.7,NA,NA,Needle,0,1
Nujiang River  __28.83_98.17,NA,Nujiang River  ,China,865,2008,NA,NA,NA,Gong_et_al._2014,28.83,98.17,NA,Pine,Coniferous,-999,NA,12.2,5,NA,NA,Needle,0,1
Yadong __27.47_88.91,NA,Yadong ,China,863,2008,NA,NA,NA,Gong_et_al._2014,27.47,88.91,NA,Pine and fir,Coniferous,-999,NA,5.4,2.9,NA,NA,Needle,0,1
"northern Taiga, Russia);__56.07_85.64",NA,"northern Taiga, Russia);",Russia,1414,-999,NA,NA,NA,HUHN_et_al._1994,56.07,85.64,NA,Scots pine,coniferous,-999,NA,70,2,NA,NA,Bark,0,1
"nature conservation area Central' no lesnoj (near Kalinin, Russia);__54.72_20.44",NA,"nature conservation area Central' no lesnoj (near Kalinin, Russia);",Russia,1415,-999,NA,NA,NA,HUHN_et_al._1994,54.72,20.44,NA,Scots pine,coniferous,-999,NA,170,80,NA,NA,Bark,0,1
Tianshan Mountains_DC1_43.26_87.16,DC1,Tianshan Mountains,China,142,2014,NA,NA,NA,Kang _et_al._2019,43.26,87.16,NA,Schrenk spruce,Coniferous,-999,NA,32,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC1_43.26_87.16,DC1,Tianshan Mountains,China,143,2015,NA,NA,NA,Kang _et_al._2019,43.26,87.16,NA,Schrenk spruce,Coniferous,-999,NA,25.3,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC1_43.26_87.16,DC1,Tianshan Mountains,China,144,2016,NA,NA,NA,Kang _et_al._2019,43.26,87.16,NA,Schrenk spruce,Coniferous,-999,NA,17.3,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC1_43.26_87.16,DC1,Tianshan Mountains,China,145,2017,NA,NA,NA,Kang _et_al._2019,43.26,87.16,NA,Schrenk spruce,Coniferous,-999,NA,8,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC1_43.26_87.16,DC1,Tianshan Mountains,China,174,2014,NA,NA,NA,Kang _et_al._2019,43.26,87.16,NA,Schrenk spruce,Coniferous,-999,NA,2.5,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC1_43.26_87.16,DC1,Tianshan Mountains,China,175,2015,NA,NA,NA,Kang _et_al._2019,43.26,87.16,NA,Schrenk spruce,Coniferous,-999,NA,2.7,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC1_43.26_87.16,DC1,Tianshan Mountains,China,176,2016,NA,NA,NA,Kang _et_al._2019,43.26,87.16,NA,Schrenk spruce,Coniferous,-999,NA,3.4,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC1_43.26_87.16,DC1,Tianshan Mountains,China,177,2017,NA,NA,NA,Kang _et_al._2019,43.26,87.16,NA,Schrenk spruce,Coniferous,-999,NA,7.9,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC1_43.26_87.16,DC1,Tianshan Mountains,China,197,-999,NA,NA,NA,Kang _et_al._2019,43.26,87.16,NA,Schrenk spruce,Coniferous,-999,NA,19.2,-999,NA,NA,Bark,0,1
Tianshan Mountains_DC2_43.25_87.17,DC2,Tianshan Mountains,China,146,2014,NA,NA,NA,Kang _et_al._2019,43.25,87.17,NA,Schrenk spruce,Coniferous,-999,NA,26.2,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC2_43.25_87.17,DC2,Tianshan Mountains,China,147,2015,NA,NA,NA,Kang _et_al._2019,43.25,87.17,NA,Schrenk spruce,Coniferous,-999,NA,21.2,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC2_43.25_87.17,DC2,Tianshan Mountains,China,148,2016,NA,NA,NA,Kang _et_al._2019,43.25,87.17,NA,Schrenk spruce,Coniferous,-999,NA,14.1,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC2_43.25_87.17,DC2,Tianshan Mountains,China,149,2017,NA,NA,NA,Kang _et_al._2019,43.25,87.17,NA,Schrenk spruce,Coniferous,-999,NA,6.7,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC3_43.25_87.18,DC3,Tianshan Mountains,China,150,2014,NA,NA,NA,Kang _et_al._2019,43.25,87.18,NA,Schrenk spruce,Coniferous,-999,NA,21.7,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC3_43.25_87.18,DC3,Tianshan Mountains,China,151,2015,NA,NA,NA,Kang _et_al._2019,43.25,87.18,NA,Schrenk spruce,Coniferous,-999,NA,17.7,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC3_43.25_87.18,DC3,Tianshan Mountains,China,152,2016,NA,NA,NA,Kang _et_al._2019,43.25,87.18,NA,Schrenk spruce,Coniferous,-999,NA,12.2,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC3_43.25_87.18,DC3,Tianshan Mountains,China,153,2017,NA,NA,NA,Kang _et_al._2019,43.25,87.18,NA,Schrenk spruce,Coniferous,-999,NA,6.1,-999,NA,NA,Needle,0,1
Tianshan Mountains_DC2_43.25_87.17,DC2,Tianshan Mountains,China,178,2014,NA,NA,NA,Kang _et_al._2019,43.25,87.17,NA,Schrenk spruce,Coniferous,-999,NA,1.7,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC2_43.25_87.17,DC2,Tianshan Mountains,China,179,2015,NA,NA,NA,Kang _et_al._2019,43.25,87.17,NA,Schrenk spruce,Coniferous,-999,NA,2,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC2_43.25_87.17,DC2,Tianshan Mountains,China,180,2016,NA,NA,NA,Kang _et_al._2019,43.25,87.17,NA,Schrenk spruce,Coniferous,-999,NA,2.6,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC2_43.25_87.17,DC2,Tianshan Mountains,China,181,2017,NA,NA,NA,Kang _et_al._2019,43.25,87.17,NA,Schrenk spruce,Coniferous,-999,NA,6.8,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC3_43.25_87.18,DC3,Tianshan Mountains,China,182,2014,NA,NA,NA,Kang _et_al._2019,43.25,87.18,NA,Schrenk spruce,Coniferous,-999,NA,1.7,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC3_43.25_87.18,DC3,Tianshan Mountains,China,183,2015,NA,NA,NA,Kang _et_al._2019,43.25,87.18,NA,Schrenk spruce,Coniferous,-999,NA,1.7,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC3_43.25_87.18,DC3,Tianshan Mountains,China,184,2016,NA,NA,NA,Kang _et_al._2019,43.25,87.18,NA,Schrenk spruce,Coniferous,-999,NA,2.4,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC3_43.25_87.18,DC3,Tianshan Mountains,China,185,2017,NA,NA,NA,Kang _et_al._2019,43.25,87.18,NA,Schrenk spruce,Coniferous,-999,NA,8.1,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_DC2_43.25_87.17,DC2,Tianshan Mountains,China,198,-999,NA,NA,NA,Kang _et_al._2019,43.25,87.17,NA,Schrenk spruce,Coniferous,-999,NA,15,-999,NA,NA,Bark,0,1
Tianshan Mountains_DC3_43.25_87.18,DC3,Tianshan Mountains,China,199,-999,NA,NA,NA,Kang _et_al._2019,43.25,87.18,NA,Schrenk spruce,Coniferous,-999,NA,14.2,-999,NA,NA,Bark,0,1
Tianshan Mountains_HXG1_43.23_87.15,HXG1,Tianshan Mountains,China,130,2014,NA,NA,NA,Kang _et_al._2019,43.23,87.15,NA,Schrenk spruce,Coniferous,-999,NA,93.1,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG1_43.23_87.15,HXG1,Tianshan Mountains,China,131,2015,NA,NA,NA,Kang _et_al._2019,43.23,87.15,NA,Schrenk spruce,Coniferous,-999,NA,80.2,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG1_43.23_87.15,HXG1,Tianshan Mountains,China,132,2016,NA,NA,NA,Kang _et_al._2019,43.23,87.15,NA,Schrenk spruce,Coniferous,-999,NA,31.2,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG1_43.23_87.15,HXG1,Tianshan Mountains,China,133,2017,NA,NA,NA,Kang _et_al._2019,43.23,87.15,NA,Schrenk spruce,Coniferous,-999,NA,22.4,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG2_43.23_87.17,HXG2,Tianshan Mountains,China,134,2014,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,26.8,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG2_43.23_87.17,HXG2,Tianshan Mountains,China,135,2015,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,20.7,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG2_43.23_87.17,HXG2,Tianshan Mountains,China,136,2016,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,12.9,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG2_43.23_87.17,HXG2,Tianshan Mountains,China,137,2017,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,6.7,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG3_43.23_87.17,HXG3,Tianshan Mountains,China,138,2014,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,20.2,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG3_43.23_87.17,HXG3,Tianshan Mountains,China,139,2015,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,15.9,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG3_43.23_87.17,HXG3,Tianshan Mountains,China,140,2016,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,10.1,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG3_43.23_87.17,HXG3,Tianshan Mountains,China,141,2017,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,6.6,-999,NA,NA,Needle,0,1
Tianshan Mountains_HXG1_43.23_87.15,HXG1,Tianshan Mountains,China,162,2014,NA,NA,NA,Kang _et_al._2019,43.23,87.15,NA,Schrenk spruce,Coniferous,-999,NA,9.7,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG1_43.23_87.15,HXG1,Tianshan Mountains,China,163,2015,NA,NA,NA,Kang _et_al._2019,43.23,87.15,NA,Schrenk spruce,Coniferous,-999,NA,10.1,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG1_43.23_87.15,HXG1,Tianshan Mountains,China,164,2016,NA,NA,NA,Kang _et_al._2019,43.23,87.15,NA,Schrenk spruce,Coniferous,-999,NA,12.1,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG1_43.23_87.15,HXG1,Tianshan Mountains,China,165,2017,NA,NA,NA,Kang _et_al._2019,43.23,87.15,NA,Schrenk spruce,Coniferous,-999,NA,51.9,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG2_43.23_87.17,HXG2,Tianshan Mountains,China,166,2014,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,2.1,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG2_43.23_87.17,HXG2,Tianshan Mountains,China,167,2015,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,2.1,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG2_43.23_87.17,HXG2,Tianshan Mountains,China,168,2016,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,2.8,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG2_43.23_87.17,HXG2,Tianshan Mountains,China,169,2017,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,7.8,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG3_43.23_87.17,HXG3,Tianshan Mountains,China,170,2014,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,2.4,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG3_43.23_87.17,HXG3,Tianshan Mountains,China,171,2015,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,2.4,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG3_43.23_87.17,HXG3,Tianshan Mountains,China,172,2016,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,2.9,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG3_43.23_87.17,HXG3,Tianshan Mountains,China,173,2017,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,5.7,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_HXG1_43.23_87.15,HXG1,Tianshan Mountains,China,194,-999,NA,NA,NA,Kang _et_al._2019,43.23,87.15,NA,Schrenk spruce,Coniferous,-999,NA,65.8,-999,NA,NA,Bark,0,1
Tianshan Mountains_HXG2_43.23_87.17,HXG2,Tianshan Mountains,China,195,-999,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,15,-999,NA,NA,Bark,0,1
Tianshan Mountains_HXG3_43.23_87.17,HXG3,Tianshan Mountains,China,196,-999,NA,NA,NA,Kang _et_al._2019,43.23,87.17,NA,Schrenk spruce,Coniferous,-999,NA,14,-999,NA,NA,Bark,0,1
Tianshan Mountains_BD1_43.18_87.12,BD1,Tianshan Mountains,China,154,2014,NA,NA,NA,Kang _et_al._2019,43.18,87.12,NA,Schrenk spruce,Coniferous,-999,NA,17.4,-999,NA,NA,Needle,0,1
Tianshan Mountains_BD1_43.18_87.12,BD1,Tianshan Mountains,China,155,2015,NA,NA,NA,Kang _et_al._2019,43.18,87.12,NA,Schrenk spruce,Coniferous,-999,NA,13.8,-999,NA,NA,Needle,0,1
Tianshan Mountains_BD1_43.18_87.12,BD1,Tianshan Mountains,China,156,2016,NA,NA,NA,Kang _et_al._2019,43.18,87.12,NA,Schrenk spruce,Coniferous,-999,NA,9.6,-999,NA,NA,Needle,0,1
Tianshan Mountains_BD1_43.18_87.12,BD1,Tianshan Mountains,China,157,2017,NA,NA,NA,Kang _et_al._2019,43.18,87.12,NA,Schrenk spruce,Coniferous,-999,NA,6.4,-999,NA,NA,Needle,0,1
Tianshan Mountains_BD1_43.18_87.12,BD1,Tianshan Mountains,China,186,2014,NA,NA,NA,Kang _et_al._2019,43.18,87.12,NA,Schrenk spruce,Coniferous,-999,NA,2.3,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_BD1_43.18_87.12,BD1,Tianshan Mountains,China,187,2015,NA,NA,NA,Kang _et_al._2019,43.18,87.12,NA,Schrenk spruce,Coniferous,-999,NA,2.4,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_BD1_43.18_87.12,BD1,Tianshan Mountains,China,188,2016,NA,NA,NA,Kang _et_al._2019,43.18,87.12,NA,Schrenk spruce,Coniferous,-999,NA,3.8,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_BD1_43.18_87.12,BD1,Tianshan Mountains,China,189,2017,NA,NA,NA,Kang _et_al._2019,43.18,87.12,NA,Schrenk spruce,Coniferous,-999,NA,10,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_BD1_43.18_87.12,BD1,Tianshan Mountains,China,200,-999,NA,NA,NA,Kang _et_al._2019,43.18,87.12,NA,Schrenk spruce,Coniferous,-999,NA,19.4,-999,NA,NA,Bark,0,1
Tianshan Mountains_BD2_43.12_87.07,BD2,Tianshan Mountains,China,158,2014,NA,NA,NA,Kang _et_al._2019,43.12,87.07,NA,Schrenk spruce,Coniferous,-999,NA,20.4,-999,NA,NA,Needle,0,1
Tianshan Mountains_BD2_43.12_87.07,BD2,Tianshan Mountains,China,159,2015,NA,NA,NA,Kang _et_al._2019,43.12,87.07,NA,Schrenk spruce,Coniferous,-999,NA,16.1,-999,NA,NA,Needle,0,1
Tianshan Mountains_BD2_43.12_87.07,BD2,Tianshan Mountains,China,160,2016,NA,NA,NA,Kang _et_al._2019,43.12,87.07,NA,Schrenk spruce,Coniferous,-999,NA,11.3,-999,NA,NA,Needle,0,1
Tianshan Mountains_BD2_43.12_87.07,BD2,Tianshan Mountains,China,161,2017,NA,NA,NA,Kang _et_al._2019,43.12,87.07,NA,Schrenk spruce,Coniferous,-999,NA,6.6,-999,NA,NA,Needle,0,1
Tianshan Mountains_BD2_43.12_87.07,BD2,Tianshan Mountains,China,190,2014,NA,NA,NA,Kang _et_al._2019,43.12,87.07,NA,Schrenk spruce,Coniferous,-999,NA,1.9,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_BD2_43.12_87.07,BD2,Tianshan Mountains,China,191,2015,NA,NA,NA,Kang _et_al._2019,43.12,87.07,NA,Schrenk spruce,Coniferous,-999,NA,1.7,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_BD2_43.12_87.07,BD2,Tianshan Mountains,China,192,2016,NA,NA,NA,Kang _et_al._2019,43.12,87.07,NA,Schrenk spruce,Coniferous,-999,NA,2.3,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_BD2_43.12_87.07,BD2,Tianshan Mountains,China,193,2017,NA,NA,NA,Kang _et_al._2019,43.12,87.07,NA,Schrenk spruce,Coniferous,-999,NA,6.1,-999,NA,NA,Bole Wood ,0,1
Tianshan Mountains_BD2_43.12_87.07,BD2,Tianshan Mountains,China,201,-999,NA,NA,NA,Kang _et_al._2019,43.12,87.07,NA,Schrenk spruce,Coniferous,-999,NA,14.3,-999,NA,NA,Bark,0,1
Tianshan (TS)__43.22_87.18,NA,Tianshan (TS),China,2440,-999,NA,NA,NA,Kang _et_al._2019,43.22,87.18,NA, Schrenk spruce (Picea schrenkiana),coniferous,-999,NA,3.8,-999,NA,NA,Bole Wood ,0,1
Kuerdening (KLD)__43.13_82.83,NA,Kuerdening (KLD),China,2441,-999,NA,NA,NA,Kang _et_al._2019,43.13,82.83,NA, Schrenk spruce (Picea schrenkiana),coniferous,-999,NA,1.9,-999,NA,NA,Bole Wood ,0,1
